id,label
forehandbodytopspin6431.jpg,forehand
forehandbodytopspin6532.jpg,forehand
forehandbodytopspin6865.jpg,forehand
forehandbodytopspin6953.jpg,forehand
forehandbodytopspin7131.jpg,forehand
forehandbodytopspin7584.jpg,forehand
forehandbodytopspin7699.jpg,forehand
forehandbodytopspin8125.jpg,forehand
forehandbodytopspin813.jpg,forehand
forehandbodytopspin8489.jpg,forehand
forehandbodytopspin8581.jpg,forehand
forehandbodytopspin8713.jpg,forehand
forehandbodytopspin8733.jpg,forehand
forehandbodytopspin8754.jpg,forehand
forehandbodytopspin90.jpg,forehand
forehandbodytopspin9097.jpg,forehand
forehandbodytopspin9188.jpg,forehand
forehandbodytopspin928.jpg,forehand
forehandbodytopspin9341.jpg,forehand
forehandbodytopspin9415.jpg,forehand
forehandbodytopspin947.jpg,forehand
forehandbodytopspin966.jpg,forehand
forehandbodytopspin9760.jpg,forehand
forehandbodytopspin9794.jpg,forehand
forehandbodytopspin9801.jpg,forehand
forehandbodytopspin993.jpg,forehand
forehandbodytopspin9959.jpg,forehand
forehandcrosscourttopspin2370.jpg,forehand
forehandcrosscourttopspin4845.jpg,forehand
forehandcrosscourttopspin5148.jpg,forehand
forehandcrosscourttopspin5615.jpg,forehand
forehandcrosscourttopspin6552.jpg,forehand
forehandcrosscourttopspin7029.jpg,forehand
forehandcrosscourttopspin7377.jpg,forehand
forehandcrosscourttopspin7392.jpg,forehand
forehandcrosscourttopspin9219.jpg,forehand
forehandcrosscourttopspin9552.jpg,forehand
forehandlinetopspin4478.jpg,forehand
forehandlinetopspin5523.jpg,forehand
forehandlinetopspin6367.jpg,forehand
forehandlinetopspin6504.jpg,forehand
forehandlinetopspin7544.jpg,forehand
forehandlinetopspin7767.jpg,forehand
forehandlinetopspin8032.jpg,forehand
forehandlinetopspin9277.jpg,forehand
forehandlinetopspin9896.jpg,forehand
forehandlinetopspin9928.jpg,forehand
backhandcrosscourtflat1178.jpg,backhand
backhandcrosscourtflat1235.jpg,backhand
backhandcrosscourtflat1243.jpg,backhand
backhandcrosscourtflat1488.jpg,backhand
backhandcrosscourtflat1742.jpg,backhand
backhandcrosscourtflat1751.jpg,backhand
backhandcrosscourtflat1896.jpg,backhand
backhandcrosscourtflat1908.jpg,backhand
backhandcrosscourtflat2478.jpg,backhand
backhandcrosscourtflat2617.jpg,backhand
backhandcrosscourtflat2732.jpg,backhand
backhandcrosscourtflat2872.jpg,backhand
backhandcrosscourtflat3208.jpg,backhand
backhandcrosscourtflat3316.jpg,backhand
backhandcrosscourtflat3402.jpg,backhand
backhandcrosscourtflat342.jpg,backhand
backhandcrosscourtflat3801.jpg,backhand
backhandcrosscourtflat3994.jpg,backhand
backhandcrosscourtflat4410.jpg,backhand
backhandcrosscourtflat4679.jpg,backhand
backhandcrosscourtflat5080.jpg,backhand
backhandcrosscourtflat5086.jpg,backhand
backhandcrosscourtflat5146.jpg,backhand
backhandcrosscourtflat5181.jpg,backhand
backhandcrosscourtflat5267.jpg,backhand
backhandcrosscourtflat546.jpg,backhand
backhandcrosscourtflat5609.jpg,backhand
backhandcrosscourtflat5886.jpg,backhand
backhandcrosscourtflat5898.jpg,backhand
backhandcrosscourtflat6329.jpg,backhand
backhandcrosscourtflat6426.jpg,backhand
backhandcrosscourtflat6462.jpg,backhand
backhandcrosscourtflat6628.jpg,backhand
backhandcrosscourtflat6678.jpg,backhand
backhandcrosscourtflat6819.jpg,backhand
backhandcrosscourtflat6848.jpg,backhand
backhandcrosscourtflat6914.jpg,backhand
backhandcrosscourtflat696.jpg,backhand
backhandcrosscourtflat7062.jpg,backhand
backhandcrosscourtflat708.jpg,backhand
backhandcrosscourtflat7202.jpg,backhand
backhandcrosscourtflat7215.jpg,backhand
backhandcrosscourtflat7566.jpg,backhand
backhandcrosscourtflat7851.jpg,backhand
backhandcrosscourtflat8067.jpg,backhand
backhandcrosscourtflat8241.jpg,backhand
backhandcrosscourtflat8541.jpg,backhand
backhandcrosscourtflat9302.jpg,backhand
backhandcrosscourtflat9912.jpg,backhand
backhandcrosscourttopspin1067.jpg,backhand
backhandcrosscourttopspin1155.jpg,backhand
backhandcrosscourttopspin1302.jpg,backhand
backhandcrosscourttopspin1397.jpg,backhand
backhandcrosscourttopspin1652.jpg,backhand
backhandcrosscourttopspin1833.jpg,backhand
backhandcrosscourttopspin2004.jpg,backhand
backhandcrosscourttopspin2082.jpg,backhand
backhandcrosscourttopspin2375.jpg,backhand
backhandcrosscourttopspin2493.jpg,backhand
backhandcrosscourttopspin2783.jpg,backhand
backhandcrosscourttopspin2795.jpg,backhand
backhandcrosscourttopspin2956.jpg,backhand
backhandcrosscourttopspin3621.jpg,backhand
backhandcrosscourttopspin4002.jpg,backhand
backhandcrosscourttopspin4333.jpg,backhand
backhandcrosscourttopspin4512.jpg,backhand
backhandcrosscourttopspin4579.jpg,backhand
backhandcrosscourttopspin6182.jpg,backhand
backhandcrosscourttopspin6276.jpg,backhand
backhandcrosscourttopspin6371.jpg,backhand
backhandcrosscourttopspin678.jpg,backhand
backhandcrosscourttopspin72.jpg,backhand
backhandcrosscourttopspin7657.jpg,backhand
backhandcrosscourttopspin8020.jpg,backhand
backhandcrosscourttopspin8117.jpg,backhand
backhandcrosscourttopspin9048.jpg,backhand
backhandcrosscourttopspin9109.jpg,backhand
backhandcrosscourttopspin9159.jpg,backhand
backhandcrosscourttopspin9416.jpg,backhand
